Map_Name,Scale,Area_Type,Litho_FMLY,Gross_Lith,Family_DV,Family_SDV,Geo_Name,Unit_Name,Unit_SYM,Main_Litho,Litho_SYM,Subordinat,Litho_Comp,Environmnt,Met_Facies,EON,ERA,Period,Age_Ma,Age_Basis,SCGR_Name,Formation,Group_Suit,Bed,Strat_SYM,Diagenesis,Genesis,Structure,Struct_Set,Tectonic,Terrane,Sub_Terane,Publisher,Pub_Date,Report_No,GRP_Label,FORM_Label,SYM_0250K,Labl_0250K,Symbol,Label,Shape_Leng,Shape_Area
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Qilak formation, basalt and dacite","Amphibolite, schist, gneiss","Bahah and Baish groups, undivided","Bahah and Baish groups, Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian",,"Bahah and Baish groups, undivided","Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Qilak formation,liqb,"Al Lith belt Qilak formation, basalt and dacite",liqb,"Al Lith belt Qilak formation, basalt and dacite",7396.70326468,1111025.36053
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Qilak formation, basalt and dacite","Amphibolite, schist, gneiss","Bahah and Baish groups, undivided","Bahah and Baish groups, Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian",,"Bahah and Baish groups, undivided","Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Qilak formation,liqb,"Al Lith belt Qilak formation, basalt and dacite",liqb,"Al Lith belt Qilak formation, basalt and dacite",4327.24761191,957935.31065
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Qilak formation, basalt and dacite","Amphibolite, schist, gneiss","Bahah and Baish groups, undivided","Bahah and Baish groups, Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian",,"Bahah and Baish groups, undivided","Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Qilak formation,liqb,"Al Lith belt Qilak formation, basalt and dacite",liqb,"Al Lith belt Qilak formation, basalt and dacite",1292.01629246,108105.049921
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Qilak formation, basalt and dacite","Amphibolite, schist, gneiss","Bahah and Baish groups, undivided","Bahah and Baish groups, Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian",,"Bahah and Baish groups, undivided","Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Qilak formation,liqb,"Al Lith belt Qilak formation, basalt and dacite",liqb,"Al Lith belt Qilak formation, basalt and dacite",3401.79636687,779271.601328
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Qilak formation, basalt and dacite","Amphibolite, schist, gneiss","Bahah and Baish groups, undivided","Bahah and Baish groups, Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian",,"Bahah and Baish groups, undivided","Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Qilak formation,liqb,"Al Lith belt Qilak formation, basalt and dacite",liqb,"Al Lith belt Qilak formation, basalt and dacite",4017.23103019,763238.197687
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Qilak formation, basalt and dacite","Amphibolite, schist, gneiss","Bahah and Baish groups, undivided","Bahah and Baish groups, Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian",,"Bahah and Baish groups, undivided","Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Qilak formation,liqb,"Al Lith belt Qilak formation, basalt and dacite",liqb,"Al Lith belt Qilak formation, basalt and dacite",29042.7351294,14384059.3999
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Qilak formation, basalt and dacite","Amphibolite, schist, gneiss","Bahah and Baish groups, undivided","Bahah and Baish groups, Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian",,"Bahah and Baish groups, undivided","Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Qilak formation,liqb,"Al Lith belt Qilak formation, basalt and dacite",liqb,"Al Lith belt Qilak formation, basalt and dacite",3842.11922604,464484.01984
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff","Amphibolite, schist, gneiss","Baish group, volcaniclastic rocks","Baish group, volcaniclastic rocks",ba,"Light-gray to dark-green metamorphosed agglomerate and lithic, crystal, and Ash-Fall tuff of mafic to felsic composition, interbedded with metamorphosed mafic lava flows . contain Unknown proportion of Aliminous and quartzose metasedimentary rocks",ba,Undefined,"Light-gray to dark-green metamorphosed agglomerate and lithic, crystal, and Ash-Fall tuff of mafic to felsic composition, interbedded with metamorphosed mafic lava flows . contain Unknown proportion of Aliminous and quartzose metasedimentary rocks",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian","Baish group, volcaniclastic rocks",Baish group,"Light-gray to dark-green metamorphosed agglomerate and lithic, crystal, and Ash-Fall tuff of mafic to felsic composition, interbedded with metamorphosed mafic lava flows . contain Unknown proportion of Aliminous and quartzose metasedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Qilak formation,liqm,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff",liqm,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff",5012.22841604,1190759.85667
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff","Amphibolite, schist, gneiss","Baish group, volcaniclastic rocks","Baish group, volcaniclastic rocks",ba,"Light-gray to dark-green metamorphosed agglomerate and lithic, crystal, and Ash-Fall tuff of mafic to felsic composition, interbedded with metamorphosed mafic lava flows . contain Unknown proportion of Aliminous and quartzose metasedimentary rocks",ba,Undefined,"Light-gray to dark-green metamorphosed agglomerate and lithic, crystal, and Ash-Fall tuff of mafic to felsic composition, interbedded with metamorphosed mafic lava flows . contain Unknown proportion of Aliminous and quartzose metasedimentary rocks",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian","Baish group, volcaniclastic rocks",Baish group,"Light-gray to dark-green metamorphosed agglomerate and lithic, crystal, and Ash-Fall tuff of mafic to felsic composition, interbedded with metamorphosed mafic lava flows . contain Unknown proportion of Aliminous and quartzose metasedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Qilak formation,liqm,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff",liqm,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff",8400.73451084,1459832.31892
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff","Amphibolite, schist, gneiss","Bahah and Baish groups, undivided","Bahah and Baish groups, Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian",,"Bahah and Baish groups, undivided","Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Qilak formation,liqm,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff",liqm,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff",131936.496426,233449596.352
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff","Amphibolite, schist, gneiss","Baish group, volcaniclastic rocks","Baish group, volcaniclastic rocks",ba,"Light-gray to dark-green metamorphosed agglomerate and lithic, crystal, and Ash-Fall tuff of mafic to felsic composition, interbedded with metamorphosed mafic lava flows . contain Unknown proportion of Aliminous and quartzose metasedimentary rocks",ba,Undefined,"Light-gray to dark-green metamorphosed agglomerate and lithic, crystal, and Ash-Fall tuff of mafic to felsic composition, interbedded with metamorphosed mafic lava flows . contain Unknown proportion of Aliminous and quartzose metasedimentary rocks",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian","Baish group, volcaniclastic rocks",Baish group,"Light-gray to dark-green metamorphosed agglomerate and lithic, crystal, and Ash-Fall tuff of mafic to felsic composition, interbedded with metamorphosed mafic lava flows . contain Unknown proportion of Aliminous and quartzose metasedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Qilak formation,liqm,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff",liqm,"Al Lith belt Qilak formation, metamorphosed agglomerate and ash-fall tuff",1192.60987859,72089.7734903
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks","Amphibolite, schist, gneiss","Ablah group, metasedimentary rocks","Ablah group, metasedimentary rocks",aa,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian","Ablah group, amphibolite and metasedimentary rocks","Ablah group, metasedimentary rocks","Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Saâdiyah formation,lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",7425.57455264,2296672.03267
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks","Amphibolite, schist, gneiss","Ablah group, metasedimentary rocks","Ablah group, metasedimentary rocks",aa,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian","Ablah group, amphibolite and metasedimentary rocks","Ablah group, metasedimentary rocks","Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Saâdiyah formation,lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",2850.82012626,416984.218458
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks","Amphibolite, schist, gneiss","Ablah group, metasedimentary rocks","Ablah group, metasedimentary rocks",aa,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian","Ablah group, amphibolite and metasedimentary rocks","Ablah group, metasedimentary rocks","Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Saâdiyah formation,lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",2161.1166099,287691.964754
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks","Amphibolite, schist, gneiss","Ablah group, metasedimentary rocks","Ablah group, metasedimentary rocks",aa,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian","Ablah group, amphibolite and metasedimentary rocks","Ablah group, metasedimentary rocks","Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Saâdiyah formation,lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",253401.882685,346342104.64
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks","Amphibolite, schist, gneiss","Ablah group, metasedimentary rocks","Ablah group, metasedimentary rocks",aa,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian","Ablah group, amphibolite and metasedimentary rocks","Ablah group, metasedimentary rocks","Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Saâdiyah formation,lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",6651.11254534,1193067.29875
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks","Amphibolite, schist, gneiss","Ablah group, metasedimentary rocks","Ablah group, metasedimentary rocks",aa,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian","Ablah group, amphibolite and metasedimentary rocks","Ablah group, metasedimentary rocks","Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Saâdiyah formation,lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",27861.1447134,12069785.8255
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Metamorphic rocks,Layered rocks,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks","Amphibolite, schist, gneiss","Ablah group, metasedimentary rocks","Ablah group, metasedimentary rocks",aa,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,"Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",,Amphibolite,Proterozoic,Neoproterozoic,Cryogenian,~850 Ma,Direct dating,"Proterozoic, Neoproterozoic, Cryogenian","Ablah group, amphibolite and metasedimentary rocks","Ablah group, metasedimentary rocks","Amphibolite-grade metasedimentary rocks including amphibolite, quartzite locally containing kyanite, calcite-quartz-sericite phyllite, graphite-staurolite-hornblende-garnet-biotite schist, quartz-plagioclase-Biotite-Garnet gneiss, Locally Kyanite-Muscovi",aa,Undefined,Intraoceanic magmatic arc,Al Lith belt,Suprasubduction arc,Convergent boundary,Asir terrane,Al Lith structural belt,SGS,2013-01-01,GM-096C,Al Lith belt,Saâdiyah formation,lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",lis,"Al Lith belt Saâdiyah formation, amphibolite and metasedimentary rocks",36719.8741245,15053485.5596
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Igneous intrusive rocks,Plutonic rocks,"Salim complex, diorite and gabbro",Mafic (dioritic-gabbroic) plutonic rocks,Diorite and gabbro,Diorite and gabbro,dg,Massive medium- to coarse-grained hornblende diorite and olivine gabbro,dg,Undefined,Massive medium- to coarse-grained hornblende diorite and olivine gabbro,,Low to none,Proterozoic,Neoproterozoic,Unassigned,Age uncertain,Inference,"Proterozoic, Neoproterozoic, Unassigned",,,Massive medium- to coarse-grained hornblende diorite and olivine gabbro,dg,Undefined,Undefined,Unnamed,Unassigned,Unassigned,Asir terrane,Not applicable,SGS,2013-01-01,GM-096C,Diorite and gabbro,,mmdb,"Salim complex, diorite and gabbro",mmdb,"Salim complex, diorite and gabbro",14210.5534843,9183742.4944
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Igneous intrusive rocks,Plutonic rocks,"Salim complex, diorite and gabbro",Mafic (dioritic-gabbroic) plutonic rocks,Diorite and gabbro,Diorite and gabbro,dg,Massive medium- to coarse-grained hornblende diorite and olivine gabbro,dg,Undefined,Massive medium- to coarse-grained hornblende diorite and olivine gabbro,,Low to none,Proterozoic,Neoproterozoic,Unassigned,Age uncertain,Inference,"Proterozoic, Neoproterozoic, Unassigned",,,Massive medium- to coarse-grained hornblende diorite and olivine gabbro,dg,Undefined,Undefined,Unnamed,Unassigned,Unassigned,Asir terrane,Not applicable,SGS,2013-01-01,GM-096C,Diorite and gabbro,,mmdb,"Salim complex, diorite and gabbro",mmdb,"Salim complex, diorite and gabbro",8197.78765115,4040885.37398
